title_id,genre
697585-our-blues,Melodrama
22403-chicago-typewriter,Comedy
22403-chicago-typewriter,Romance
22403-chicago-typewriter,Supernatural
22403-chicago-typewriter,Political
39221-stove-league,Drama
39221-stove-league,Sports
39221-stove-league,Melodrama
718187-day-of-kidnapping,Thriller
718187-day-of-kidnapping,Mystery
718187-day-of-kidnapping,Comedy
718187-day-of-kidnapping,Drama
749923-pyramid-game,Action
749923-pyramid-game,Thriller
749923-pyramid-game,Psychological
749923-pyramid-game,Drama
701881-hounds,Action
701881-hounds,Thriller
701881-hounds,Crime
701881-hounds,Drama
10904-descendants-of-the-sun,Action
10904-descendants-of-the-sun,Comedy
10904-descendants-of-the-sun,Romance
10904-descendants-of-the-sun,Melodrama
29565-hot-blooded-priest,Action
29565-hot-blooded-priest,Mystery
29565-hot-blooded-priest,Comedy
29565-hot-blooded-priest,Crime
21687-tunnel,Thriller
21687-tunnel,Mystery
21687-tunnel,Sci-Fi
21687-tunnel,Fantasy
53101-missing,Thriller
53101-missing,Mystery
53101-missing,Supernatural
32925-hotel-del-luna,Horror
32925-hotel-del-luna,Comedy
32925-hotel-del-luna,Romance
32925-hotel-del-luna,Fantasy
719347-bumped-into-you,Mystery
719347-bumped-into-you,Romance
719347-bumped-into-you,Drama
719347-bumped-into-you,Sci-Fi
723885-the-worst-evil,Action
723885-the-worst-evil,Thriller
723885-the-worst-evil,Mystery
723885-the-worst-evil,Crime
